entity_label,entity_text,Unnamed: 0
ORG,the U.S. Court of Appeals,1.0
ORG,the Fifth Circuit,1.0
ORG,OSHA,1.0
ORG,OSHA,1.0
ORG,ETS,1.0
ORG,OSHA SUSPENDS ENFORCEMENT OF,1.0
ORG,OSHA,1.0
ORG,Department of Labor,1.0
ORG,OSHA,1.0
ORG,the Supreme Court,1.0
ORG,the U.S. Supreme Court,1.0
ORG,Mass General Brigham,1.0
ORG,APP,1.0
ORG,the Supreme Court,1.0
ORG,Fox News',1.0
ORG,The Associated Press,1.0
ORG,FOX News Network,1.0
ORG,LLC,1.0
ORG,FactSet Digital Solutions,1.0
ORG,Mutual Fund,1.0
ORG,FOX News Network,1.0
ORG,LLC,1.0
ORG,FactSet Digital Solutions,1.0
ORG,Mutual Fund,1.0
ORG,Fox News,1.0
ORG,the White House's ',1.0
EVENT,Omicron,1.0
ORG,CNN,1.0
ORG,the Justice Department,1.0
ORG,White House,1.0
ORG,White House,1.0
ORG,Fox News,1.0
ORG,AP Photo/Carolyn Kaster,1.0
ORG,the Department of Justice,1.0
ORG,White House,1.0
ORG,Medicare,1.0
ORG,Medicaid Services,1.0
ORG,District Court,1.0
ORG,Congress,1.0
ORG,Lurie Children's,1.0
ORG,Lurie Children's,1.0
ORG,AP Photo/Nam Y. Huh,1.0
ORG,the U.S. District Court,1.0
ORG,the U.S. Court of Appeals,1.0
ORG,the Fifth Circuit,1.0
ORG,the Labor Department’s Occupational Safety and Health Administration,1.0
ORG,the U.S. Court of Appeals,1.0
ORG,the Fifth Circuit,1.0
ORG,OSHA,1.0
ORG,OSHA,1.0
ORG,ETS,1.0
ORG,OSHA SUSPENDS ENFORCEMENT OF,1.0
ORG,OSHA,1.0
ORG,Department of Labor,1.0
ORG,OSHA,1.0
ORG,the Supreme Court,1.0
ORG,the U.S. Supreme Court,1.0
ORG,Mass General Brigham,1.0
ORG,APP,1.0
ORG,the Supreme Court,1.0
ORG,Fox News',1.0
ORG,The Associated Press,1.0
ORG,FOX News Network,1.0
ORG,LLC,1.0
ORG,FactSet Digital Solutions,1.0
ORG,Mutual Fund,1.0
ORG,FOX News Network,1.0
ORG,LLC,1.0
ORG,FactSet Digital Solutions,1.0
ORG,Mutual Fund,1.0
ORG,Fox News,1.0
ORG,the White House's ',1.0
EVENT,Omicron,1.0
ORG,CNN,1.0
ORG,the Justice Department,1.0
ORG,White House,1.0
ORG,White House,1.0
ORG,Fox News,1.0
ORG,AP Photo/Carolyn Kaster,1.0
ORG,the Department of Justice,1.0
ORG,White House,1.0
ORG,Medicare,1.0
ORG,Medicaid Services,1.0
ORG,District Court,1.0
ORG,Congress,1.0
ORG,Lurie Children's,1.0
ORG,Lurie Children's,1.0
ORG,AP Photo/Nam Y. Huh,1.0
ORG,the U.S. District Court,1.0
ORG,the U.S. Court of Appeals,1.0
ORG,the Fifth Circuit,1.0
ORG,the Labor Department’s Occupational Safety and Health Administration,1.0
ORG,the U.S. Court of Appeals,1.0
ORG,the Fifth Circuit,1.0
ORG,OSHA,1.0
ORG,OSHA,1.0
ORG,ETS,1.0
ORG,OSHA SUSPENDS ENFORCEMENT OF,1.0
ORG,OSHA,1.0
ORG,Department of Labor,1.0
ORG,OSHA,1.0
ORG,the Supreme Court,1.0
ORG,the U.S. Supreme Court,1.0
ORG,Mass General Brigham,1.0
ORG,APP,1.0
ORG,the Supreme Court,1.0
ORG,Fox News',1.0
ORG,The Associated Press,1.0
ORG,FOX News Network,1.0
ORG,LLC,1.0
ORG,FactSet Digital Solutions,1.0
ORG,Mutual Fund,1.0
ORG,FOX News Network,1.0
ORG,LLC,1.0
ORG,FactSet Digital Solutions,1.0
ORG,Mutual Fund,1.0
ORG,Fox News Flash,1.0
ORG,Foxnews.com,1.0
ORG,Fox News,1.0
ORG,Fox News,1.0
ORG,the White House,1.0
ORG,the National Institute of Allergy,1.0
ORG,AP Photo,1.0
ORG,the Center for Congressional and Presidential Studies,1.0
ORG,American University,1.0
ORG,Fox News,1.0
EVENT,Delta,1.0
ORG,Anna Moneymaker/Getty Images,1.0
ORG,Barker,1.0
ORG,AP Photo/Andrew Harnik,1.0
ORG,APP,1.0
ORG,Barker,1.0
ORG,Fox News,1.0
ORG,FOX News Network,1.0
ORG,LLC,1.0
ORG,FactSet Digital Solutions,1.0
ORG,Mutual Fund,1.0
ORG,FOX News Network,1.0
ORG,LLC,1.0
ORG,FactSet Digital Solutions,1.0
ORG,Mutual Fund,1.0
ORG,Fox News Flash,1.0
ORG,Foxnews.com,1.0
ORG,Fox News,1.0
ORG,Fox News,1.0
ORG,the White House,1.0
ORG,the National Institute of Allergy,1.0
ORG,AP Photo,1.0
ORG,the Center for Congressional and Presidential Studies,1.0
ORG,American University,1.0
ORG,Fox News,1.0
EVENT,Delta,1.0
ORG,Anna Moneymaker/Getty Images,1.0
ORG,Barker,1.0
ORG,AP Photo/Andrew Harnik,1.0
ORG,APP,1.0
ORG,Barker,1.0
ORG,Fox News,1.0
ORG,FOX News Network,1.0
ORG,LLC,1.0
ORG,FactSet Digital Solutions,1.0
ORG,Mutual Fund,1.0
ORG,FOX News Network,1.0
ORG,LLC,1.0
ORG,FactSet Digital Solutions,1.0
ORG,Mutual Fund,1.0
ORG,Fox News Flash,1.0
ORG,Foxnews.com,1.0
ORG,Fox News,1.0
ORG,Fox News,1.0
ORG,the White House,1.0
ORG,the National Institute of Allergy,1.0
ORG,AP Photo,1.0
ORG,the Center for Congressional and Presidential Studies,1.0
ORG,American University,1.0
ORG,Fox News,1.0
EVENT,Delta,1.0
ORG,Anna Moneymaker/Getty Images,1.0
ORG,Barker,1.0
ORG,AP Photo/Andrew Harnik,1.0
ORG,APP,1.0
ORG,Barker,1.0
ORG,Fox News,1.0
ORG,FOX News Network,1.0
ORG,LLC,1.0
ORG,FactSet Digital Solutions,1.0
ORG,Mutual Fund,1.0
ORG,FOX News Network,1.0
ORG,LLC,1.0
ORG,FactSet Digital Solutions,1.0
ORG,Mutual Fund,1.0
ORG,Fox News,1.0
ORG,the White House's ',1.0
EVENT,Omicron,1.0
ORG,CNN,1.0
ORG,the Justice Department,1.0
ORG,White House,1.0
ORG,White House,1.0
ORG,Fox News,1.0
ORG,AP Photo/Carolyn Kaster,1.0
ORG,the Department of Justice,1.0
ORG,White House,1.0
ORG,Medicare,1.0
ORG,Medicaid Services,1.0
ORG,District Court,1.0
ORG,Congress,1.0
ORG,Lurie Children's,1.0
ORG,Lurie Children's,1.0
ORG,AP Photo/Nam Y. Huh,1.0
ORG,the U.S. District Court,1.0
ORG,the U.S. Court of Appeals,1.0
ORG,the Fifth Circuit,1.0
ORG,the Labor Department’s Occupational Safety and Health Administration,1.0
ORG,the U.S. Court of Appeals,1.0
ORG,the Fifth Circuit,1.0
ORG,OSHA,1.0
ORG,OSHA,1.0
ORG,ETS,1.0
ORG,OSHA SUSPENDS ENFORCEMENT OF,1.0
ORG,OSHA,1.0
ORG,Department of Labor,1.0
ORG,OSHA,1.0
ORG,the Supreme Court,1.0
ORG,the U.S. Supreme Court,1.0
ORG,Mass General Brigham,1.0
ORG,APP,1.0
ORG,the Supreme Court,1.0
ORG,Fox News',1.0
ORG,The Associated Press,1.0
ORG,FOX News Network,1.0
ORG,LLC,1.0
ORG,FactSet Digital Solutions,1.0
ORG,Mutual Fund,1.0
ORG,FOX News Network,1.0
ORG,LLC,1.0
ORG,FactSet Digital Solutions,1.0
ORG,Mutual Fund,1.0
ORG,Fox News,1.0
ORG,the White House's ',1.0
EVENT,Omicron,1.0
ORG,CNN,1.0
ORG,the Justice Department,1.0
ORG,White House,1.0
ORG,White House,1.0
ORG,Fox News,1.0
ORG,AP Photo/Carolyn Kaster,1.0
ORG,the Department of Justice,1.0
ORG,White House,1.0
ORG,Medicare,1.0
ORG,Medicaid Services,1.0
ORG,District Court,1.0
ORG,Congress,1.0
ORG,Lurie Children's,1.0
ORG,Lurie Children's,1.0
ORG,AP Photo/Nam Y. Huh,1.0
ORG,the U.S. District Court,1.0
ORG,the U.S. Court of Appeals,1.0
ORG,the Fifth Circuit,1.0
ORG,the Labor Department’s Occupational Safety and Health Administration,1.0
ORG,the U.S. Court of Appeals,1.0
ORG,the Fifth Circuit,1.0
ORG,OSHA,1.0
ORG,OSHA,1.0
ORG,ETS,1.0
ORG,OSHA SUSPENDS ENFORCEMENT OF,1.0
ORG,OSHA,1.0
ORG,Department of Labor,1.0
ORG,OSHA,1.0
ORG,the Supreme Court,1.0
ORG,the U.S. Supreme Court,1.0
ORG,Mass General Brigham,1.0
ORG,APP,1.0
ORG,the Supreme Court,1.0
ORG,Fox News',1.0
ORG,The Associated Press,1.0
ORG,FOX News Network,1.0
ORG,LLC,1.0
ORG,FactSet Digital Solutions,1.0
ORG,Mutual Fund,1.0
ORG,FOX News Network,1.0
ORG,LLC,1.0
ORG,FactSet Digital Solutions,1.0
ORG,Mutual Fund,1.0
ORG,Fox News,1.0
ORG,the White House's ',1.0
EVENT,Omicron,1.0
ORG,CNN,1.0
ORG,the Justice Department,1.0
ORG,White House,1.0
ORG,White House,1.0
ORG,Fox News,1.0
ORG,AP Photo/Carolyn Kaster,1.0
ORG,the Department of Justice,1.0
ORG,White House,1.0
ORG,Medicare,1.0
ORG,Medicaid Services,1.0
ORG,District Court,1.0
ORG,Congress,1.0
ORG,Lurie Children's,1.0
ORG,Lurie Children's,1.0
ORG,AP Photo/Nam Y. Huh,1.0
ORG,the U.S. District Court,1.0
ORG,the U.S. Court of Appeals,1.0
ORG,the Fifth Circuit,1.0
ORG,the Labor Department’s Occupational Safety and Health Administration,1.0
ORG,the U.S. Court of Appeals,1.0
ORG,the Fifth Circuit,1.0
ORG,OSHA,1.0
ORG,OSHA,1.0
ORG,ETS,1.0
ORG,OSHA SUSPENDS ENFORCEMENT OF,1.0
ORG,OSHA,1.0
ORG,Department of Labor,1.0
ORG,OSHA,1.0
ORG,the Supreme Court,1.0
ORG,the U.S. Supreme Court,1.0
ORG,Mass General Brigham,1.0
ORG,APP,1.0
ORG,the Supreme Court,1.0
ORG,Fox News',1.0
ORG,The Associated Press,1.0
ORG,FOX News Network,1.0
ORG,LLC,1.0
ORG,FactSet Digital Solutions,1.0
ORG,Mutual Fund,1.0
ORG,FOX News Network,1.0
ORG,LLC,1.0
ORG,FactSet Digital Solutions,1.0
ORG,Mutual Fund,1.0
ORG,Fox News Flash,1.0
ORG,Foxnews.com,1.0
ORG,Fox News,1.0
ORG,Fox News,1.0
ORG,the White House,1.0
ORG,the National Institute of Allergy,1.0
ORG,AP Photo,1.0
ORG,the Center for Congressional and Presidential Studies,1.0
ORG,American University,1.0
ORG,Fox News,1.0
EVENT,Delta,1.0
ORG,Anna Moneymaker/Getty Images,1.0
ORG,Barker,1.0
ORG,AP Photo/Andrew Harnik,1.0
ORG,APP,1.0
ORG,Barker,1.0
ORG,Fox News,1.0
ORG,FOX News Network,1.0
ORG,LLC,1.0
ORG,FactSet Digital Solutions,1.0
ORG,Mutual Fund,1.0
ORG,FOX News Network,1.0
ORG,LLC,1.0
ORG,FactSet Digital Solutions,1.0
ORG,Mutual Fund,1.0
ORG,Fox News Flash,1.0
ORG,Foxnews.com,1.0
ORG,Fox News,1.0
ORG,Fox News,1.0
ORG,the White House,1.0
ORG,the National Institute of Allergy,1.0
ORG,AP Photo,1.0
ORG,the Center for Congressional and Presidential Studies,1.0
ORG,American University,1.0
ORG,Fox News,1.0
EVENT,Delta,1.0
ORG,Anna Moneymaker/Getty Images,1.0
ORG,Barker,1.0
ORG,AP Photo/Andrew Harnik,1.0
ORG,APP,1.0
ORG,Barker,1.0
ORG,Fox News,1.0
ORG,FOX News Network,1.0
ORG,LLC,1.0
ORG,FactSet Digital Solutions,1.0
ORG,Mutual Fund,1.0
ORG,FOX News Network,1.0
ORG,LLC,1.0
ORG,FactSet Digital Solutions,1.0
ORG,Mutual Fund,1.0
ORG,Fox News Flash,1.0
ORG,Foxnews.com,1.0
ORG,Fox News,1.0
ORG,Fox News,1.0
ORG,the White House,1.0
ORG,the National Institute of Allergy,1.0
ORG,AP Photo,1.0
ORG,the Center for Congressional and Presidential Studies,1.0
ORG,American University,1.0
ORG,Fox News,1.0
EVENT,Delta,1.0
ORG,Anna Moneymaker/Getty Images,1.0
ORG,Barker,1.0
ORG,AP Photo/Andrew Harnik,1.0
ORG,APP,1.0
ORG,Barker,1.0
ORG,Fox News,1.0
ORG,FOX News Network,1.0
ORG,LLC,1.0
ORG,FactSet Digital Solutions,1.0
ORG,Mutual Fund,1.0
ORG,FOX News Network,1.0
ORG,LLC,1.0
ORG,FactSet Digital Solutions,1.0
ORG,Mutual Fund,1.0
ORG,Fox News,1.0
ORG,the White House's ',1.0
EVENT,Omicron,1.0
ORG,CNN,1.0
ORG,the Justice Department,1.0
ORG,White House,1.0
ORG,White House,1.0
ORG,Fox News,1.0
ORG,AP Photo/Carolyn Kaster,1.0
ORG,the Department of Justice,1.0
ORG,White House,1.0
ORG,Medicare,1.0
ORG,Medicaid Services,1.0
ORG,District Court,1.0
ORG,Congress,1.0
ORG,Lurie Children's,1.0
ORG,Lurie Children's,1.0
ORG,AP Photo/Nam Y. Huh,1.0
ORG,the U.S. District Court,1.0
ORG,the U.S. Court of Appeals,1.0
ORG,the Fifth Circuit,1.0
ORG,the Labor Department’s Occupational Safety and Health Administration,1.0
ORG,the U.S. Court of Appeals,1.0
ORG,the Fifth Circuit,1.0
ORG,OSHA,1.0
ORG,OSHA,1.0
ORG,ETS,1.0
ORG,OSHA SUSPENDS ENFORCEMENT OF,1.0
ORG,OSHA,1.0
ORG,Department of Labor,1.0
ORG,OSHA,1.0
ORG,the Supreme Court,1.0
ORG,the U.S. Supreme Court,1.0
ORG,Mass General Brigham,1.0
ORG,APP,1.0
ORG,the Supreme Court,1.0
ORG,Fox News',1.0
ORG,The Associated Press,1.0
ORG,FOX News Network,1.0
ORG,LLC,1.0
ORG,FactSet Digital Solutions,1.0
ORG,Mutual Fund,1.0
ORG,FOX News Network,1.0
ORG,LLC,1.0
ORG,FactSet Digital Solutions,1.0
ORG,Mutual Fund,1.0
ORG,Fox News,1.0
ORG,the White House's ',1.0
EVENT,Omicron,1.0
ORG,CNN,1.0
ORG,the Justice Department,1.0
ORG,White House,1.0
ORG,White House,1.0
ORG,Fox News,1.0
ORG,AP Photo/Carolyn Kaster,1.0
ORG,the Department of Justice,1.0
ORG,White House,1.0
ORG,Medicare,1.0
ORG,Medicaid Services,1.0
ORG,District Court,1.0
ORG,Congress,1.0
ORG,Lurie Children's,1.0
ORG,Lurie Children's,1.0
ORG,AP Photo/Nam Y. Huh,1.0
ORG,the U.S. District Court,1.0
ORG,the U.S. Court of Appeals,1.0
ORG,the Fifth Circuit,1.0
ORG,the Labor Department’s Occupational Safety and Health Administration,1.0
ORG,the U.S. Court of Appeals,1.0
ORG,the Fifth Circuit,1.0
ORG,OSHA,1.0
ORG,OSHA,1.0
ORG,ETS,1.0
ORG,OSHA SUSPENDS ENFORCEMENT OF,1.0
ORG,OSHA,1.0
ORG,Department of Labor,1.0
ORG,OSHA,1.0
ORG,the Supreme Court,1.0
ORG,the U.S. Supreme Court,1.0
ORG,Mass General Brigham,1.0
ORG,APP,1.0
ORG,the Supreme Court,1.0
ORG,Fox News',1.0
ORG,The Associated Press,1.0
ORG,FOX News Network,1.0
ORG,LLC,1.0
ORG,FactSet Digital Solutions,1.0
ORG,Mutual Fund,1.0
ORG,FOX News Network,1.0
ORG,LLC,1.0
ORG,FactSet Digital Solutions,1.0
ORG,Mutual Fund,1.0
ORG,Fox News,1.0
ORG,the White House's ',1.0
EVENT,Omicron,1.0
ORG,CNN,1.0
ORG,the Justice Department,1.0
ORG,White House,1.0
ORG,White House,1.0
ORG,Fox News,1.0
ORG,AP Photo/Carolyn Kaster,1.0
ORG,the Department of Justice,1.0
ORG,White House,1.0
ORG,Medicare,1.0
ORG,Medicaid Services,1.0
ORG,District Court,1.0
ORG,Congress,1.0
ORG,Lurie Children's,1.0
ORG,Lurie Children's,1.0
ORG,AP Photo/Nam Y. Huh,1.0
ORG,the U.S. District Court,1.0
ORG,the U.S. Court of Appeals,1.0
ORG,the Fifth Circuit,1.0
ORG,the Labor Department’s Occupational Safety and Health Administration,1.0
ORG,the U.S. Court of Appeals,1.0
ORG,the Fifth Circuit,1.0
ORG,OSHA,1.0
ORG,OSHA,1.0
ORG,ETS,1.0
ORG,OSHA SUSPENDS ENFORCEMENT OF,1.0
ORG,OSHA,1.0
ORG,Department of Labor,1.0
ORG,OSHA,1.0
ORG,the Supreme Court,1.0
ORG,the U.S. Supreme Court,1.0
ORG,Mass General Brigham,1.0
ORG,APP,1.0
ORG,the Supreme Court,1.0
ORG,Fox News',1.0
ORG,The Associated Press,1.0
ORG,FOX News Network,1.0
ORG,LLC,1.0
ORG,FactSet Digital Solutions,1.0
ORG,Mutual Fund,1.0
ORG,FOX News Network,1.0
ORG,LLC,1.0
ORG,FactSet Digital Solutions,1.0
ORG,Mutual Fund,1.0
ORG,Fox News Flash,1.0
ORG,Foxnews.com,1.0
ORG,Fox News,1.0
ORG,Fox News,1.0
ORG,the White House,1.0
ORG,the National Institute of Allergy,1.0
ORG,AP Photo,1.0
ORG,the Center for Congressional and Presidential Studies,1.0
ORG,American University,1.0
ORG,Fox News,1.0
EVENT,Delta,1.0
ORG,Anna Moneymaker/Getty Images,1.0
ORG,Barker,1.0
ORG,AP Photo/Andrew Harnik,1.0
ORG,APP,1.0
ORG,Barker,1.0
ORG,Fox News,1.0
ORG,FOX News Network,1.0
ORG,LLC,1.0
ORG,FactSet Digital Solutions,1.0
ORG,Mutual Fund,1.0
ORG,FOX News Network,1.0
ORG,LLC,1.0
ORG,FactSet Digital Solutions,1.0
ORG,Mutual Fund,1.0
ORG,Fox News Flash,1.0
ORG,Foxnews.com,1.0
ORG,Fox News,1.0
ORG,Fox News,1.0
ORG,the White House,1.0
ORG,the National Institute of Allergy,1.0
ORG,AP Photo,1.0
ORG,the Center for Congressional and Presidential Studies,1.0
ORG,American University,1.0
ORG,Fox News,1.0
EVENT,Delta,1.0
ORG,Anna Moneymaker/Getty Images,1.0
ORG,Barker,1.0
ORG,AP Photo/Andrew Harnik,1.0
ORG,APP,1.0
ORG,Barker,1.0
ORG,Fox News,1.0
ORG,FOX News Network,1.0
ORG,LLC,1.0
ORG,FactSet Digital Solutions,1.0
ORG,Mutual Fund,1.0
ORG,FOX News Network,1.0
ORG,LLC,1.0
ORG,FactSet Digital Solutions,1.0
ORG,Mutual Fund,1.0
ORG,Fox News Flash,1.0
ORG,Foxnews.com,1.0
ORG,Fox News,1.0
ORG,Fox News,1.0
ORG,the White House,1.0
ORG,the National Institute of Allergy,1.0
ORG,AP Photo,1.0
ORG,the Center for Congressional and Presidential Studies,1.0
ORG,American University,1.0
ORG,Fox News,1.0
EVENT,Delta,1.0
ORG,Anna Moneymaker/Getty Images,1.0
ORG,Barker,1.0
ORG,AP Photo/Andrew Harnik,1.0
ORG,APP,1.0
ORG,Barker,1.0
ORG,Fox News,1.0
ORG,FOX News Network,1.0
ORG,LLC,1.0
ORG,FactSet Digital Solutions,1.0
ORG,Mutual Fund,1.0
ORG,FOX News Network,1.0
ORG,LLC,1.0
ORG,FactSet Digital Solutions,1.0
ORG,Mutual Fund,1.0
ORG,Fox News,1.0
ORG,The White House,1.0
ORG,White House,1.0
ORG,White House,1.0
ORG,AP Photo/Andrew Harnik,1.0
ORG,Financial Times,1.0
ORG,Bancel,1.0
ORG,AP Photo/Rick Bowmer,1.0
ORG,UNIVERSITY OF OXFORD ON OMICRON:,1.0
EVENT,VACCINES WON'T PREVENT,1.0
ORG,APP,1.0
ORG,the U.S. Food and Drug Administration,1.0
ORG,CBS News,1.0
ORG,FOX News Network,1.0
ORG,LLC,1.0
ORG,FactSet Digital Solutions,1.0
ORG,Mutual Fund,1.0
ORG,FOX News Network,1.0
ORG,LLC,1.0
ORG,FactSet Digital Solutions,1.0
ORG,Mutual Fund,1.0
ORG,Fox News,1.0
ORG,The White House,1.0
ORG,White House,1.0
ORG,White House,1.0
ORG,AP Photo/Andrew Harnik,1.0
ORG,Financial Times,1.0
ORG,Bancel,1.0
ORG,AP Photo/Rick Bowmer,1.0
ORG,UNIVERSITY OF OXFORD ON OMICRON:,1.0
EVENT,VACCINES WON'T PREVENT,1.0
ORG,APP,1.0
ORG,the U.S. Food and Drug Administration,1.0
ORG,CBS News,1.0
ORG,FOX News Network,1.0
ORG,LLC,1.0
ORG,FactSet Digital Solutions,1.0
ORG,Mutual Fund,1.0
ORG,FOX News Network,1.0
ORG,LLC,1.0
ORG,FactSet Digital Solutions,1.0
ORG,Mutual Fund,1.0
ORG,Fox News,1.0
ORG,The White House,1.0
ORG,White House,1.0
ORG,White House,1.0
ORG,AP Photo/Andrew Harnik,1.0
ORG,Financial Times,1.0
ORG,Bancel,1.0
ORG,AP Photo/Rick Bowmer,1.0
ORG,UNIVERSITY OF OXFORD ON OMICRON:,1.0
EVENT,VACCINES WON'T PREVENT,1.0
ORG,APP,1.0
ORG,the U.S. Food and Drug Administration,1.0
ORG,CBS News,1.0
ORG,FOX News Network,1.0
ORG,LLC,1.0
ORG,FactSet Digital Solutions,1.0
ORG,Mutual Fund,1.0
ORG,FOX News Network,1.0
ORG,LLC,1.0
ORG,FactSet Digital Solutions,1.0
ORG,Mutual Fund,1.0
ORG,Fox News State Department,1.0
ORG,The Ninth Circuit Court of Appeals,1.0
ORG,the San Diego Unified School District,1.0
ORG,SDUSD,1.0
ORG,Viral Solutions,1.0
ORG,AP Photo/Ben Gray,1.0
ORG,Society,1.0
ORG,Scripps Ranch High School,1.0
ORG,Johnson & Johnson,1.0
ORG,Northwell Health's,1.0
ORG,REUTERS/Eduardo Munoz,1.0
ORG,Doe’s,1.0
ORG,the San Diego Unified School District,1.0
ORG,Lyman High School,1.0
ORG,Fox News,1.0
ORG,the Ninth Circuit,1.0
ORG,the U.S. Supreme Court,1.0
ORG,APP,1.0
ORG,the Free Exercise Clause,1.0
ORG,SDUSD,1.0
ORG,FOX News Network,1.0
ORG,LLC,1.0
ORG,FactSet Digital Solutions,1.0
ORG,Mutual Fund,1.0
ORG,FOX News Network,1.0
ORG,LLC,1.0
ORG,FactSet Digital Solutions,1.0
ORG,Mutual Fund,1.0
ORG,Fox News State Department,1.0
ORG,The Ninth Circuit Court of Appeals,1.0
ORG,the San Diego Unified School District,1.0
ORG,SDUSD,1.0
ORG,Viral Solutions,1.0
ORG,AP Photo/Ben Gray,1.0
ORG,Society,1.0
ORG,Scripps Ranch High School,1.0
ORG,Johnson & Johnson,1.0
ORG,Northwell Health's,1.0
ORG,REUTERS/Eduardo Munoz,1.0
ORG,Doe’s,1.0
ORG,the San Diego Unified School District,1.0
ORG,Lyman High School,1.0
ORG,Fox News,1.0
ORG,the Ninth Circuit,1.0
ORG,the U.S. Supreme Court,1.0
ORG,APP,1.0
ORG,the Free Exercise Clause,1.0
ORG,SDUSD,1.0
ORG,FOX News Network,1.0
ORG,LLC,1.0
ORG,FactSet Digital Solutions,1.0
ORG,Mutual Fund,1.0
ORG,FOX News Network,1.0
ORG,LLC,1.0
ORG,FactSet Digital Solutions,1.0
ORG,Mutual Fund,1.0
ORG,Fox News State Department,1.0
ORG,The Ninth Circuit Court of Appeals,1.0
ORG,the San Diego Unified School District,1.0
ORG,SDUSD,1.0
ORG,Viral Solutions,1.0
ORG,AP Photo/Ben Gray,1.0
ORG,Society,1.0
ORG,Scripps Ranch High School,1.0
ORG,Johnson & Johnson,1.0
ORG,Northwell Health's,1.0
ORG,REUTERS/Eduardo Munoz,1.0
ORG,Doe’s,1.0
ORG,the San Diego Unified School District,1.0
ORG,Lyman High School,1.0
ORG,Fox News,1.0
ORG,the Ninth Circuit,1.0
ORG,the U.S. Supreme Court,1.0
ORG,APP,1.0
ORG,the Free Exercise Clause,1.0
ORG,SDUSD,1.0
ORG,FOX News Network,1.0
ORG,LLC,1.0
ORG,FactSet Digital Solutions,1.0
ORG,Mutual Fund,1.0
ORG,FOX News Network,1.0
ORG,LLC,1.0
ORG,FactSet Digital Solutions,1.0
ORG,Mutual Fund,1.0
ORG,AP Photo,1.0
ORG,OSHA SUSPENDS ENFORCEMENT OF,1.0
ORG,Medicaid,1.0
ORG,Medicare,1.0
ORG,Congress,1.0
ORG,CMS,1.0
ORG,Supreme Court,1.0
ORG,AP Photo/Lynne Sladky,1.0
ORG,APP,1.0
ORG,OSHA,1.0
ORG,OSHA,1.0
ORG,Department of Labor,1.0
ORG,OSHA,1.0
ORG,Fox News,1.0
ORG,FOX News Network,1.0
ORG,LLC,1.0
ORG,FactSet Digital Solutions,1.0
ORG,Mutual Fund,1.0
ORG,FOX News Network,1.0
ORG,LLC,1.0
ORG,FactSet Digital Solutions,1.0
ORG,Mutual Fund,1.0
ORG,AP Photo,1.0
ORG,OSHA SUSPENDS ENFORCEMENT OF,1.0
ORG,Medicaid,1.0
ORG,Medicare,1.0
ORG,Congress,1.0
ORG,CMS,1.0
ORG,Supreme Court,1.0
ORG,AP Photo/Lynne Sladky,1.0
ORG,APP,1.0
ORG,OSHA,1.0
ORG,OSHA,1.0
ORG,Department of Labor,1.0
ORG,OSHA,1.0
ORG,Fox News,1.0
ORG,FOX News Network,1.0
ORG,LLC,1.0
ORG,FactSet Digital Solutions,1.0
ORG,Mutual Fund,1.0
ORG,FOX News Network,1.0
ORG,LLC,1.0
ORG,FactSet Digital Solutions,1.0
ORG,Mutual Fund,1.0
ORG,AP Photo,1.0
ORG,OSHA SUSPENDS ENFORCEMENT OF,1.0
ORG,Medicaid,1.0
ORG,Medicare,1.0
ORG,Congress,1.0
ORG,CMS,1.0
ORG,Supreme Court,1.0
ORG,AP Photo/Lynne Sladky,1.0
ORG,APP,1.0
ORG,OSHA,1.0
ORG,OSHA,1.0
ORG,Department of Labor,1.0
ORG,OSHA,1.0
ORG,Fox News,1.0
ORG,FOX News Network,1.0
ORG,LLC,1.0
ORG,FactSet Digital Solutions,1.0
ORG,Mutual Fund,1.0
ORG,FOX News Network,1.0
ORG,LLC,1.0
ORG,FactSet Digital Solutions,1.0
ORG,Mutual Fund,1.0
ORG,NY ASSEMBLY FINDS 'OVERWHELMING EVIDENCE' CUOMO ENGAGED,1.0
ORG,REUTERS,1.0
ORG,Department of Health,1.0
ORG,Cuomo,1.0
ORG,Gotham/GC Images,1.0
ORG,Assembly Judiciary Committee,1.0
ORG,Executive Chamber,1.0
ORG,Department of Health,1.0
ORG,APP,1.0
ORG,Cuomo’s,1.0
ORG,Chamber,1.0
ORG,FOX News Network,1.0
ORG,LLC,1.0
ORG,FactSet Digital Solutions,1.0
ORG,Mutual Fund,1.0
ORG,FOX News Network,1.0
ORG,LLC,1.0
ORG,FactSet Digital Solutions,1.0
ORG,Mutual Fund,1.0
ORG,NY ASSEMBLY FINDS 'OVERWHELMING EVIDENCE' CUOMO ENGAGED,1.0
ORG,REUTERS,1.0
ORG,Department of Health,1.0
ORG,Cuomo,1.0
ORG,Gotham/GC Images,1.0
ORG,Assembly Judiciary Committee,1.0
ORG,Executive Chamber,1.0
ORG,Department of Health,1.0
ORG,APP,1.0
ORG,Cuomo’s,1.0
ORG,Chamber,1.0
ORG,FOX News Network,1.0
ORG,LLC,1.0
ORG,FactSet Digital Solutions,1.0
ORG,Mutual Fund,1.0
ORG,FOX News Network,1.0
ORG,LLC,1.0
ORG,FactSet Digital Solutions,1.0
ORG,Mutual Fund,1.0
ORG,NY ASSEMBLY FINDS 'OVERWHELMING EVIDENCE' CUOMO ENGAGED,1.0
ORG,REUTERS,1.0
ORG,Department of Health,1.0
ORG,Cuomo,1.0
ORG,Gotham/GC Images,1.0
ORG,Assembly Judiciary Committee,1.0
